Rank,Movie,Date,Total Sales,Sales Share,Cumulative Sales,Total Attendance,Cumulative Attendance,Screen Count,Show Count,Country,Production Country,Production Company,Distributor,Level,Genre,Director,Actor
3533,더블 맨,1972-07-07,52000,0.0,538000,26,188,1,1,영국,영국,nan,워너 브러더스 픽쳐스,nan,액션,프랭크린 J. 샤프너,"브리트 에크란드,율 브린너"
3533,러브 앤 레몬,nan,182000,0.0,182000,26,26,2,3,스웨덴,스웨덴,nan,nan,nan,멜로/로맨스,테레사 파,nan
3533,마스터 앤드 커맨더: 위대한 정복자,2003-11-28,78000,0.0,289858500,26,45549,1,1,미국,미국,nan,이십세기폭스필름코퍼레이션,12세관람가,"전쟁,드라마,액션,어드벤처",피터 위어,"러셀 크로우,폴 베타니"
3533,사라진 제국,nan,168000,0.0,168000,26,26,1,2,러시아,러시아,nan,nan,nan,드라마,카렌 샤크나자로브,"아르멘 드지가르크하니안,블라디미르 아일린"
3533,성공의 달콤한 향기,nan,52000,0.0,2692000,26,1107,1,1,미국,미국,nan,nan,nan,드라마,알렉산더 맥켄드릭,"버트 랭커스터,토니 커티스,마틴 밀너"
3533,식스 오브 어 카인드,nan,124000,0.0,124000,26,26,1,2,미국,미국,nan,nan,nan,코미디,레오 맥커레이,"찰스 러글스,메리 볼란드"
3533,신밧드의 7대 모험,2013-08-08,49000,0.0,5229000,26,2066,1,1,미국,미국,nan,(주)케이알씨지,15세이상관람가,"액션,판타지,어드벤처","벤 헤이플릭,애덤 실버",패트릭 멀둔
3533,실종의연대기,nan,132000,0.0,132000,26,26,1,3,nan,nan,nan,nan,nan,nan,nan,nan
3533,영,1995-02-18,52000,0.0,4322000,26,5276,1,1,홍콩,홍콩,nan,스크린조이,고등학생이상관람가,액션,원규,"이연걸,매염방"
3533,오쉬르,nan,193000,0.0,193000,26,26,1,1,아이슬란드,아이슬란드,nan,nan,nan,기타,nan,nan
3533,인디애니페스트2017 아시아 파노라마 – 상처동감,nan,156000,0.0,156000,26,26,1,2,기타,기타,nan,nan,nan,애니메이션,nan,nan
3533,인생의 황혼,nan,130000,0.0,130000,26,26,1,1,독일,독일,nan,nan,nan,다큐멘터리,야세민 삼데렐리,nan
3533,장편을 준비하는 이유있는 단편 (인디스데이),nan,26000,0.0,26000,26,26,1,2,한국,한국,nan,nan,nan,기타,nan,nan
3533,적인걸: 측천무후의 비밀,2010-10-06,112000,0.0,3342908500,26,459955,1,1,중국,"중국,홍콩",후아위 브라더스 미디어,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"액션,범죄,미스터리,스릴러",서극,"유덕화,양가휘,이빙빙,유가령,등초"
3533,크리스토퍼 콜럼버스 : 수수께끼,nan,126000,0.0,510000,26,88,1,3,포르투갈,"포르투갈,프랑스",nan,nan,nan,기타,마누엘 데 올리베이라,nan
3533,하루의 끝,nan,113000,0.0,113000,26,26,1,3,프랑스,프랑스,nan,nan,nan,드라마,nan,nan
3555,#감독과의대화,nan,171000,0.0,171000,25,25,1,1,한국,한국,nan,nan,nan,드라마,nan,nan
3555,1492 콜럼버스,1992-12-24,75000,0.0,75000,25,25,1,1,미국,미국,nan,nan,중학생이상관람가,"드라마,어드벤처",리들리 스콧,"시고니 위버,제라르 드빠르디"
3555,[작은영화영화제]KAFA 초대전,nan,25000,0.0,25000,25,25,1,1,한국,한국,nan,nan,nan,nan,nan,nan
3555,[작은영화영화제]인디다큐페스티발 초대전,nan,25000,0.0,25000,25,25,1,1,한국,한국,nan,nan,nan,기타,nan,nan
3555,강박관념,nan,122000,0.0,122000,25,25,1,3,이탈리아,이탈리아,nan,nan,nan,"범죄,드라마,멜로/로맨스",루치노 비스콘티,nan
3555,골드의 도시,nan,175000,0.0,175000,25,25,1,2,미국,미국,nan,nan,nan,다큐멘터리,로라 가버트,nan
3555,나의 교실,nan,77500,0.0,1818500,25,393,1,2,한국,한국,nan,nan,nan,다큐멘터리,한자영,nan
3555,나의 아들 존,nan,103000,0.0,103000,25,25,1,4,미국,미국,nan,nan,nan,드라마,레오 맥커레이,"헬렌 헤이즈,반 헤플린"
3555,나일의 대모험,1991-10-19,75000,0.0,75000,25,25,1,1,미국,미국,nan,nan,중학생이상관람가,"액션,코미디,어드벤처",루이스 티그,"마이클 더글라스,캐슬린 터너,대니 드비"
3555,나타샤,1974-09-07,50000,0.0,756000,25,259,1,2,그리스,그리스,nan,nan,nan,"드라마,전쟁",니코스 포스코로스,"디미트리스 파파미첼,코스타스 칼라스,알리키 부기우클라키"
3555,내 배우 영업전_강길우,nan,150000,0.0,150000,25,25,1,8,한국,한국,nan,nan,nan,기타,nan,nan
3555,네마프2017-한국구애전/단편4,nan,125000,0.0,125000,25,25,1,1,한국,한국,nan,nan,nan,기타,nan,nan
3555,뉴커런 신예 감독전(인디스데이),nan,25000,0.0,25000,25,25,1,2,한국,한국,nan,nan,nan,기타,nan,nan
3555,달콤한 꿈,nan,92000,0.0,92000,25,25,1,3,이탈리아,이탈리아,nan,nan,nan,드라마,마르코 벨로치오,nan
3555,로빈과 마리안,nan,50000,0.0,50000,25,25,1,1,nan,nan,nan,nan,nan,nan,nan,nan
3555,로스트 인 라만차,nan,109000,0.0,109000,25,25,1,3,미국,"미국,영국",nan,nan,nan,다큐멘터리,"루이스 페페,키스 풀톤","토니 그리소니,필립 A 패터슨,르네 클라이망,테리 길리엄,바네사 파라디,조니 뎁"
3555,메카닉,1974-02-12,50000,0.0,50000,25,25,1,2,미국,미국,nan,nan,nan,"액션,스릴러,범죄",nan,"잔-마이클 빈센트,키난 윈,찰스 브론슨"
3555,무서운 부모들,nan,132000,0.0,132000,25,25,1,2,프랑스,프랑스,nan,nan,nan,드라마,장 콕,"장 마레,자셋 데이"
3555,비앙카,nan,175000,0.0,175000,25,25,1,2,이탈리아,이탈리아,nan,nan,nan,"코미디,드라마",난니 모레티,"난니 모레티,로라 모란트"
3555,빛이 우리를 보 있다,nan,125000,0.0,125000,25,25,1,2,호주,호주,nan,nan,nan,다큐멘터리,조단 브라운,nan
3555,사랑스러운 로나,nan,72500,0.0,72500,25,25,1,3,스웨덴,스웨덴,nan,nan,nan,다큐멘터리,nan,nan
3555,산불,1967-04-22,171500,0.0,171500,25,25,1,1,한국,한국,태창흥,nan,미정,드라마,김수용,"신영균,주증녀,도금봉,황정순"
3555,성찬식,nan,95000,0.0,95000,25,25,1,5,폴란드,폴란드,nan,nan,nan,다큐멘터리,nan,nan
3555,스카페이스,1984-12-08,75000,0.0,3189000,25,578,1,1,미국,미국,유니버셜 픽쳐스,nan,국민학생관람불가,"드라마,액션",브라이언 드 팔마,"메리 엘리자베스 마스트란토니오,미리암 콜론,알 파치노,스티븐 바우어,미셀 파이퍼"
3555,싱크홀 가족,nan,29000,0.0,29000,25,25,1,5,중국,중국,nan,nan,nan,다큐멘터리,nan,nan
3555,아내의 불륜고백,2017-09-14,150000,0.0,150000,25,25,1,1,일본,일본,nan,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),긴 류지,nan
3555,애니메이션 기획전 <애니타임> 단편:잇다,nan,77000,0.0,77000,25,25,1,2,한국,한국,nan,nan,nan,애니메이션,nan,nan
3555,오메가 맨,nan,50000,0.0,50000,25,25,1,2,nan,nan,nan,nan,nan,nan,nan,nan
3555,우리 어머니,nan,125000,0.0,125000,25,25,1,1,독일,독일,nan,nan,nan,다큐멘터리,nan,nan
3555,인디피크닉2017-단편2,nan,141000,0.0,896000,25,162,1,3,한국,한국,nan,nan,nan,기타,"강산,김현,김현준",nan
3555,재재월드,nan,175000,0.0,265000,25,40,1,1,한국,한국,nan,nan,nan,기타,nan,nan
3555,친구들 : 숨어있는 슬픔,nan,150000,0.0,150000,25,25,1,3,한국,한국,nan,nan,nan,기타,nan,nan
3555,친애하는 나의 한스,nan,158000,0.0,158000,25,25,1,2,러시아,"러시아,독일",nan,nan,nan,드라마,nan,nan
3555,트로이,2004-05-21,75000,0.0,12777421000,25,2001318,1,1,미국,미국,"플랜 비 엔터테인먼트,워너 브러더스 픽쳐스",워너브러더스 코리아(주),15세관람가,사극,볼프강 페터,"다이앤 크루거,올랜도 블룸,에릭 바나"
3555,트윈스,1989-09-13,50000,0.0,50000,25,25,1,1,미국,미국,유니버셜 픽쳐스,유니버셜 픽쳐스,중학생이상관람가,코미디,이반 라이트만,nan
3555,평범한 커플들,nan,209000,0.0,209000,25,25,1,2,핀란드,핀란드,nan,nan,nan,다큐멘터리,nan,nan
3555,피플 파워 폭탄선언: 베트남 장미의 일기,nan,115000,0.0,115000,25,25,1,4,필리핀,필리핀,nan,nan,nan,다큐멘터리,nan,nan
3555,하노버스트리트,1979-12-23,50000,0.0,50000,25,25,1,1,미국,미국,nan,nan,미성년자관람불가,"드라마,멜로/로맨스",피터 하이암스,"해리슨 포드,레슬리 앤 다운,크리스토퍼 플러머"
3593,[네마프2018] 네덜란드 미디어아트 특별전,nan,117000,0.0,117000,24,24,1,2,네덜란드,네덜란드,nan,nan,nan,기타,nan,nan
3593,[작은영화영화제]인디포럼 초대전,nan,24000,0.0,24000,24,24,1,1,한국,한국,nan,nan,nan,기타,nan,nan
3593,나인송즈:오리지널,nan,193000,0.0,1602000,24,203,1,1,영국,영국,nan,nan,nan,"멜로/로맨스,드라마",마이클 윈터바텀,nan
3593,노브고로드의 우주,nan,144000,0.0,144000,24,24,1,2,미국,미국,nan,nan,nan,다큐멘터리,nan,nan
3593,니노치카,nan,48000,0.0,338000,24,82,1,1,미국,미국,nan,nan,nan,"코미디,멜로/로맨스",에른스트 루비치,nan
3593,사방지,1988-10-29,240000,0.0,240000,24,24,1,1,한국,한국,인창영화(주),nan,연소자관람불가,사극,송경식,"이혜영,방희,곽정희,박암,김지영"
3593,새 유언장,nan,102000,0.0,102000,24,24,1,3,프랑스,프랑스,nan,nan,nan,코미디,사샤 기트리,nan
3593,섹션 3 정체성의 아시아,nan,177000,0.0,177000,24,24,1,2,기타,기타,nan,nan,nan,기타,nan,nan
3593,스푸어,nan,159000,0.0,159000,24,24,1,2,폴란드,"폴란드,독일,체코",nan,nan,nan,기타,nan,nan
3593,신사협정,nan,48000,0.0,2738000,24,1308,1,2,미국,미국,nan,nan,nan,"드라마,멜로/로맨스",엘리아 카잔,"그레고리 펙,도로시 맥과이어"
3593,알렉스,nan,147000,0.0,147000,24,24,1,2,포르투갈,"포르투갈,독일",nan,nan,nan,기타,테레사 빌라베르데,nan
3593,여기 그리 다른 곳,nan,164000,0.0,164000,24,24,1,1,프랑스,프랑스,nan,nan,nan,기타,장 뤽 고다르,nan
3593,오렌지 필름 4월 상영회 [mixtape vol. 4],nan,192000,0.0,192000,24,24,1,1,한국,한국,nan,nan,nan,드라마,nan,nan
3593,오텔로의 비밀,nan,168000,0.0,168000,24,24,1,2,이탈리아,이탈리아,nan,nan,nan,다큐멘터리,프란체스코 라니에리 마르티노티,nan
3593,우리 사랑 이야기,nan,116000,0.0,116000,24,24,1,2,칠레,"칠레,네덜란드",nan,nan,nan,다큐멘터리,nan,nan
3593,인디스데이 11월,nan,24000,0.0,24000,24,24,1,2,한국,한국,nan,nan,nan,기타,nan,nan
3593,"인디피크닉2017-단편5 <혼돈의 밤, 소동의 기억>",nan,117000,0.0,1179000,24,203,1,3,한국,한국,nan,nan,nan,기타,"정다희,김지현,류연수,한정재",nan
3593,잭 포즌의 세계,nan,144000,0.0,144000,24,24,1,2,미국,미국,nan,nan,nan,다큐멘터리,nan,nan
3593,코러스,2005-03-03,76000,0.0,630943000,24,99342,1,2,프랑스,프랑스,"가라티필름,노보 아투로 필름즈,프랑스2시네마",(주)영화사한결,전체관람가,드라마,크리스토퍼 파라티에,제라르 쥐노
3593,클로저,2005-02-03,135000,0.0,1629844032,24,244701,1,1,미국,미국,워너 브러더스 텔레비전,"(주)스튜디오디에이치엘,(주)퍼스트런,글뫼 주식회사,소니픽쳐스릴리징코리아","18세관람가,청소년관람불가","멜로/로맨스,드라마",마이크 니콜스,"나탈리 포트만,주드 로,줄리아 로버츠,클라이브 오웬"
3593,킹덤 오브 헤븐,2005-05-04,72000,0.0,7815893000,24,1237269,1,1,미국,미국,이십세기폭스필름코퍼레이션,이십세기폭스필름코퍼레이션,15세관람가,액션,리들리 스콧,"리암 니슨,제레미 아이언스,올랜도 블룸,에바 그린"
3593,파티,nan,126000,0.0,126000,24,24,1,3,포르투갈,"포르투갈,프랑스",nan,nan,nan,"코미디,드라마",마누엘 데 올리베이라,"미셸 피콜리,이렌느 파파스,로게리오 사모라"
3593,히말라야의 시지프스: 네팔 포터 이야기,nan,108000,0.0,108000,24,24,1,2,한국,한국,nan,nan,nan,다큐멘터리,황준성,nan
3616,[작은영화영화제]인디애니페스트 2018 초대전,nan,23000,0.0,23000,23,23,1,1,한국,한국,nan,nan,nan,애니메이션,"한지원,김준기,최민호",nan
3616,공처가 삼대,nan,230000,0.0,230000,23,23,1,1,한국,한국,nan,nan,nan,드라마,유현목,nan
3616,과부가 된 마녀,nan,148000,0.0,148000,23,23,1,2,중국,중국,nan,nan,nan,드라마,카이 쳉지,nan
3616,나는 전쟁 신부,nan,69000,0.0,873000,23,149,1,1,nan,nan,nan,nan,nan,nan,nan,nan
3616,대탈주,nan,46000,0.0,1459000,23,698,1,1,미국,미국,nan,nan,nan,"액션,전쟁",nan,nan
3616,또다른 삶,nan,154000,0.0,154000,23,23,1,2,nan,nan,nan,nan,nan,nan,nan,nan
3616,마궁매영: 유령극장,nan,137000,0.0,137000,23,23,1,9,중국,중국,nan,nan,15세이상관람가,"공포(호러),스릴러",엽위민,"임심여,양우녕,징강산,임달화"
3616,마법의 거울,nan,108000,0.0,108000,23,23,1,1,포르투갈,포르투갈,nan,nan,nan,드라마,마누엘 데 올리베이라,"레오노어 실베이라,리카르도 트레파"
3616,바스터즈: 거친 녀석들,2009-10-28,179500,0.0,2513208500,23,331850,4,4,미국,"미국,독일",더 웨인스테인 컴퍼니,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,"액션,드라마,전쟁",쿠엔틴 타란티노,"브래드 피트,크리스토프 왈츠,다이앤 크루거,마이클 패스벤더,멜라니 로랑"
3616,박선주 감독전,nan,153000,0.0,153000,23,23,1,1,한국,한국,nan,nan,nan,기타,nan,nan
3616,빽 투 더 퓨쳐,1987-07-17,57000,0.0,99908744,23,12210,1,1,미국,미국,"엠블린엔터테인먼트,유니버셜 픽쳐스","(주)프레인글로벌,(주)영화사 안다미로","12세이상관람가,중학생이상관람가","SF,코미디,어드벤처",로버트 저메키스,"마이클 J. 폭스,크리스토퍼 로이드,리 톰슨"
3616,사느냐 죽느냐,nan,69000,0.0,958000,23,340,1,1,미국,미국,nan,nan,nan,"코미디,드라마,전쟁",에른스트 루비치,"캐롤 롬바드,잭 베니"
3616,살인자와 도둑,nan,102000,0.0,102000,23,23,1,2,프랑스,프랑스,nan,nan,nan,"코미디,범죄,드라마",사샤 기트리,nan
3616,신기루,nan,69000,0.0,205000,23,78,1,1,미국,미국,nan,nan,nan,"미스터리,스릴러",에드워드 디미트릭,"그레고리 펙,조지 케네디,다이앤 베이커"
3616,어퓨굿맨,1992-12-18,71000,0.0,71000,23,23,1,1,미국,미국,데이비드 브라운 프로덕션,nan,중학생이상관람가,"범죄,드라마,스릴러",롭 라이너,"톰 크루즈,잭 니콜슨,데미 무어"
3616,에어 포스 원,1997-09-13,75000,0.0,75000,23,23,1,1,미국,미국,비콘커뮤니케이션즈,nan,고등학생이상관람가,"드라마,액션,스릴러",볼프강 페터,"해리슨 포드,게리 올드만"
3616,을식이는 재수 없어,nan,230000,0.0,230000,23,23,1,1,한국,한국,"(주)얼리버드픽쳐스,(주)쏘울 크리에이티브",nan,전체관람가,애니메이션,"김대창,황",nan
3616,인디애니페스트2017 아시아로2,nan,138000,0.0,138000,23,23,1,2,기타,기타,nan,nan,nan,애니메이션,nan,nan
3616,제20회 부산독립영화제 - 20주년 특별전 4,nan,124000,0.0,124000,23,23,1,1,한국,한국,nan,nan,nan,기타,nan,nan
3616,코코코,nan,147000,0.0,147000,23,23,1,2,러시아,러시아,nan,nan,nan,드라마,nan,nan
3616,투구 없는 기사,nan,108000,0.0,108000,23,23,1,3,영국,영국,nan,nan,nan,"어드벤처,드라마",자크 페이더,nan
3616,트윅스트,nan,110000,0.0,1787000,23,279,1,3,미국,미국,nan,nan,nan,"공포(호러),스릴러",프란시스 포드 코폴라,"발 킬머,브루스 던,벤 채플린,엘르 패닝"
3616,하얀궁전,1991-05-04,69000,0.0,69000,23,23,1,1,미국,미국,nan,nan,연소자관람불가,드라마,루이스 만도키,"제임스 스페이더,제이슨 알렉산더"
3616,홀랜드 오퍼스,1996-03-23,69000,0.0,69000,23,23,1,1,미국,미국,할리우드픽처스,nan,연소자관람가,드라마,스티븐 헤렉,"리차드 드레이퍼스,글렌 헤들리,제이 토마스,올림피아 듀카키스"
3616,황금,nan,147000,0.0,147000,23,23,1,2,독일,독일,nan,nan,nan,기타,nan,nan
3641,AISFF 2018 국제경쟁 그룹8,nan,108000,0.0,108000,22,22,1,2,기타,기타,nan,nan,nan,기타,nan,nan
3641,Diff 2018 경쟁2,nan,151000,0.0,151000,22,22,1,2,한국,한국,nan,nan,nan,기타,nan,nan
3641,SIDOF2018_안녕하십니까 대통령입니다/주민등록증을 찢어라,nan,110000,0.0,110000,22,22,1,2,한국,한국,nan,nan,nan,다큐멘터리,이마리오,nan
3641,개그맨,1989-06-24,135000,0.0,993000,22,174,1,8,한국,한국,태흥영화(주),nan,고등학생이상관람가,"드라마,코미디",이명세,"안성기,황신혜,최종원"
3641,그린 스크린 그링고+세바스티안 에라수리스: 거의 모 것의 디자인,nan,132000,0.0,132000,22,22,1,2,기타,기타,nan,nan,nan,다큐멘터리,nan,nan
3641,대구단편영화제 경쟁8,nan,148000,0.0,148000,22,22,1,2,한국,한국,nan,nan,nan,기타,nan,nan
3641,도그 스타 맨,nan,132000,0.0,132000,22,22,1,1,미국,미국,nan,nan,nan,다큐멘터리,스 브래키지,nan
3641,도돌이 언덕에 난기류,nan,154000,0.0,719000,22,132,1,1,한국,한국,nan,nan,nan,다큐멘터리,정재훈,nan
3641,로스트 코맨드,nan,44000,0.0,44000,22,22,1,1,미국,미국,nan,nan,nan,"드라마,전쟁",마크 로브슨,"앤소니 퀸,알랑 드롱,조지 시걸"
3641,바쟁,nan,108000,0.0,108000,22,22,1,1,프랑스,프랑스,nan,nan,nan,기타,nan,nan
3641,버클리,nan,132000,0.0,132000,22,22,1,1,대만,대만,nan,nan,nan,애니메이션,구립위,nan
3641,보이는 것과 보이지 않는 것,nan,110000,0.0,110000,22,22,1,2,인도네시아,"인도네시아,네덜란드,호주,기타",nan,nan,nan,기타,nan,nan
3641,불은 시작되었다,nan,41500,0.0,41500,22,22,1,3,영국,영국,nan,nan,nan,다큐멘터리,험프리 제닝스,nan
3641,사선에서,1993-09-25,66000,0.0,66000,22,22,1,1,미국,미국,nan,nan,고등학생이상관람가,"드라마,스릴러,액션",볼프강 페터,"클린트 이스트우드,존 말코비치"
3641,세 개가 한쌍입니다,nan,106000,0.0,106000,22,22,1,2,프랑스,프랑스,nan,nan,nan,"코미디,범죄",사샤 기트리,nan
3641,섹션 2 관계의 아시아,nan,165000,0.0,165000,22,22,1,2,기타,기타,nan,nan,nan,기타,nan,nan
3641,아니키 보보,nan,104000,0.0,598000,22,100,1,3,포르투갈,포르투갈,nan,nan,nan,기타,마누엘 데 올리베이라,nan
3641,아핏차퐁 단편 1,nan,196000,0.0,196000,22,22,1,1,태국,태국,nan,nan,nan,기타,아핏차퐁 위라세타쿤,nan
3641,여름의 마지막 ,nan,140000,0.0,140000,22,22,1,1,폴란드,폴란드,nan,nan,nan,기타,nan,nan
3641,원초적 본능,1992-05-23,66000,0.0,66000,22,22,1,3,미국,미국,nan,nan,연소자관람불가,"미스터리,스릴러",폴 버호벤,"샤 스톤,마이클 더글라스,조지 던자"
3641,일요일의 산책자,nan,140000,0.0,140000,22,22,1,2,대만,"대만,일본",nan,nan,nan,다큐멘터리,황 야리,nan
3641,정사 2018 무삭제,2019-02-21,109000,0.0,109000,22,22,20,20,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김이슬,이은미
3641,침묵,nan,135000,0.0,205000,22,37,2,8,한국,"한국,일본",nan,(주)시네마달,nan,다큐멘터리,박수남,nan
3641,티모시를 위한 일기,nan,41500,0.0,41500,22,22,1,3,영국,영국,nan,nan,nan,다큐멘터리,험프리 제닝스,nan
3641,파푸샤,nan,141000,0.0,141000,22,22,1,2,폴란드,폴란드,nan,nan,nan,기타,nan,nan
3641,팔레스타의 영,nan,44000,0.0,44000,22,22,1,1,nan,nan,nan,nan,nan,nan,nan,nan
3641,프로페셔,nan,44000,0.0,44000,22,22,1,2,nan,nan,nan,nan,nan,nan,nan,nan
3641,하늘과 ,1994-04-30,44000,0.0,44000,22,22,1,1,미국,미국,nan,nan,고등학생이상관람가,드라마,올리버 스톤,"조안 첸,헵 티 리,토미 리 존스"
3669,12월 단편 상상극장-2017 단편 명불허전,nan,167200,0.0,167200,21,21,1,4,한국,한국,nan,nan,nan,기타,nan,nan
3669,6월 단편 상상극장-TEAM OMOK,nan,168000,0.0,168000,21,21,1,4,한국,한국,nan,nan,nan,기타,nan,nan
3669,7년간의 불운,nan,104000,0.0,104000,21,21,1,3,미국,"미국,프랑스",nan,nan,nan,코미디,nan,nan
3669,AIYOUTH 2018 경쟁 언더24 (2),nan,29000,0.0,29000,21,21,1,2,한국,한국,nan,nan,nan,기타,nan,nan
3669,Diff 2018 미드나잇 시네마,nan,147000,0.0,147000,21,21,1,1,한국,한국,nan,nan,nan,기타,nan,nan
3669,[네마프2018]한국 단편 4 - 장르의 가능성 I,nan,105000,0.0,105000,21,21,1,2,한국,한국,nan,nan,nan,기타,nan,nan
3669,경성학교: 사라진 소녀들,2015-06-18,146000,0.0,2749755100,21,356436,1,2,한국,한국,"청년필름(주),비밀의화원",롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"미스터리,드라마",이해영,"박보영,엄지원,박소담,공예지,주보비,박성연,심희섭,고원희,박주희,이혜리,박지선,조원철,최영근,최지명,신수연,김경애,김대성,김대호,오현정,이다희,황석영,이연정,이예은,이은경,윤정미,서미지,목규리,금새록,박성연,김동현"
3669,꼬마돼지 베이브 2,2000-02-19,136000,0.0,136000,21,21,1,1,미국,미국,케네디 밀러 프로덕션즈,nan,전체관람가,"가족,어드벤처,코미디",조지 밀러,"제임스 크롬웰,마그다 즈밴스키"
3669,달의 항구 보르도 여행,nan,126000,0.0,126000,21,21,1,2,프랑스,프랑스,nan,nan,nan,다큐멘터리,nan,nan
3669,더 트리,nan,145000,0.0,145000,21,21,1,2,포르투갈,"포르투갈,기타",nan,nan,nan,기타,앙드레 길 마타,nan
3669,레드 갭의 러글스,nan,94000,0.0,240000,21,50,1,4,미국,미국,nan,nan,nan,코미디,레오 맥커레이,"찰스 로튼,메리 볼란드"
3669,룸싸롱 맛있는 서비스 무삭제,2018-11-13,115000,0.0,115000,21,21,20,21,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,"성인물(에로),멜로/로맨스",조태호,nan
3669,변호인,2013-12-18,115000,0.0,82872453788,21,11374892,1,3,한국,한국,위더스필름(주),(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,드라마,양우석,"송강호,김영애,오달수,곽도원,임시완,송영창,정원중,조민기,이항나,이성민,차광수,한기중,심희섭,김동현,조완기,차은재,최주희,주명철,조선묵,유하복,김봉환,지건우,최은석,최현,최정현,박상현,신안진,조기왕,조유신,이선희,장리우,정준원,이정은,이진희,민경옥,정성화,박성근,신승용,김찬이,원호섭,윤탁,한승도,조용준,정재민,권오진,이설구,노영하,장우진,이해성,김승태,신욱,황건,권영국,양명헌,정원조,윤준호,이호원,설창희,홍도성,김형석,김호진,양정인,이동현,이정건,김리후,육미옥,김호연,백성식,김선주,김가영,이준기,이형은,김서영,오병남,전광진,조현덕,김경인,이상호,김성민,류수영,박수영,이경인,최태환,김서영,이현정,설창희,양도현"
3669,보스턴 교살자,nan,42000,0.0,3456000,21,582,1,1,미국,미국,nan,nan,nan,"범죄,스릴러,드라마,미스터리",리차드 플레이셔,"조지 케네디,헨리 폰다,토니 커티스"
3669,브레이크다운,2016-09-01,42000,0.0,342000,21,81,1,1,영국,영국,nan,주식회사 루믹스미디어,15세이상관람가,액션,조니 말라치,"크레이그 페어브라스,제임스 코스모"
3669,비에 젖은 욕정,nan,42000,0.0,423000,21,148,1,1,미국,미국,콜럼비아 픽쳐스 코포레이션,nan,nan,"드라마,뮤지컬",커티스 베른하르트,"리타 헤이워드,호세 페레,알도 레이"
3669,세남자와 아기바구니,1987-02-21,104000,0.0,104000,21,21,1,2,프랑스,프랑스,nan,nan,연소자관람가,드라마,nan,nan
3669,스팀보트 빌 주니어,nan,157000,0.0,1727000,21,277,1,2,미국,미국,nan,nan,nan,"액션,코미디,드라마","버스터 키튼,찰스 레이스너",nan
3669,완전한 세상,1994-01-15,63000,0.0,63000,21,21,1,1,미국,미국,워너브러더스사㈜,nan,중학생이상관람가,드라마,클린트 이스트우드,"클린트 이스트우드,케빈 코스트너"
3669,웨딩 디렉터,nan,98000,0.0,98000,21,21,1,3,이탈리아,"이탈리아,프랑스",nan,nan,nan,드라마,마르코 벨로치오,"세르지오 카스텔리토,도나텔라 피노치아로,사미 프레이"
3669,잠입자,nan,159000,0.0,1397000,21,203,1,2,러시아,러시아,nan,nan,nan,"드라마,SF",안드레이 타르코프스키,아나톨리 솔로니친
3669,제로 다크 서티,2013-03-07,187000,0.0,780267000,21,109012,1,1,미국,미국,nan,(주)에스비에스콘텐츠허브,15세이상관람가,"전쟁,액션,스릴러",캐서린 비글로우,"제시카 차스테인,제이슨 클락,크리스 프랫,조엘 에저튼,에드가 라미레즈"
3669,친구 누나 3 무삭제,2019-03-07,107000,0.0,107000,21,21,20,20,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김이슬,nan
3669,케르베로스,nan,200000,0.0,200000,21,21,1,4,일본,일본,nan,nan,nan,애니메이션,오시이 마모루,nan
3669,콘크리트 시네마 + 사라진 인물들과 사라지지 않은 세계 혹은 그 반대,nan,126000,0.0,126000,21,21,1,1,기타,기타,nan,nan,nan,기타,nan,nan
3669,크레이머 크레이머,1980-09-12,42000,0.0,762000,21,206,1,1,미국,미국,콜럼비아 픽쳐스 코포레이션,nan,연소자관람가,드라마,로버트 벤튼,"더스틴 호프만,메릴 스트립,제인 알렉산더,저스틴 헨리"
3669,파르비크,nan,96000,0.0,96000,21,21,1,3,프랑스,프랑스,nan,nan,nan,다큐멘터리,nan,nan
3669,하나가 되는 것은 더욱 커지는 일이다,nan,131400,0.0,131400,21,21,1,2,한국,한국,nan,시네마달,12세이상관람가,다큐멘터리,"김동원,문원립",nan
3669,하비,nan,42000,0.0,5627000,21,2780,1,1,nan,nan,nan,nan,nan,nan,nan,nan
3669,희생,1995-05-25,155000,0.0,3676000,21,516,1,2,스웨덴,"스웨덴,영국,프랑스",아르고스필름즈,nan,고등학생이상관람가,드라마,안드레이 타르코프스키,"얼랜드 요셉슨,수잔 플릿우드"
3699,4주년 mixtape vol.4(오렌지필름 기획전),nan,122000,0.0,122000,20,20,1,2,한국,한국,nan,nan,nan,nan,nan,nan
3699,Out : 이반검열 두 번째 이야기,nan,108500,0.0,713500,20,141,1,3,한국,한국,페미니스트비디오액티즘,nan,nan,다큐멘터리,"페미니스트비디오액티즘,이영",nan
3699,가브리엘과 산,nan,91000,0.0,91000,20,20,1,1,브라질,"브라질,프랑스",nan,nan,nan,드라마,펠리페 바르보사,nan
