title,date
Commodity Roundup. ,1993-10-02
Stocks Close Higher In Subdued Session The Associated Press Shi,1993-10-12
Future Prices Rally. ,1993-10-23
The Durant Daily Democrat ,1993-10-17
Lakeland Ledger ,1993-10-15
Coast Guard Crews Work To Keep Destroyed Tanker From ... ,1993-10-11
Petroleum Firm Reduces Dividends. ,1993-10-10
McCook Daily Gazette ,1993-10-11
Commodities Review. ,1993-10-18
Feature Movie Carries Torch Of Sitcom That Won't Die. ,1993-10-13
Phillips Net Income Falls. ,1993-10-27
Phillips9 Net Income Falls. ,1993-10-25
The Robesonian ,1993-10-26
Ocala Star-Banner ,1993-10-13
American Stock Exch. Slock Vol Uzi Chj Slock Vol Litt Atme ... ,1993-10-21
Business ,1993-10-12
Business ,1993-10-05
Business ,1993-10-21
Ocala Star-Banner ,1993-10-14
Viacom Ups The Ante In Battle For Paramount. ,1993-10-26
Settlement To Finance Toxic Waste Cleanup. ,1993-10-28
Record-Journal ,1993-10-27
Victoria Area Rig Count. ,1993-10-17
Business ,1993-10-30
Housina Starts. ,1993-10-20
Victoria Area Rig Count. ,1993-10-03
Business ,1993-10-15
Business ,1993-10-01
Victoria Area Rig Count. ,1993-10-10
Record-Journal ,1993-10-08
Business ,1993-10-07
Workers Comp Rates To Fall After Reforms: Gallagher. ,1993-10-23
Key Indicators. ,1993-10-30
Key Indicators ,1993-10-05
Business ,1993-10-29
Business ,1993-10-08
Morgan Lowers Prime Rate; Others May Follow. ,1993-10-19
Markets ,1993-10-27
30-Year Treasury: 5.92 Percent 0.09. ,1993-10-09
Ocala Star Banner. Wednesday October 6.1993 ,1993-10-06
Daily News ,1993-10-11
Markets ,1993-10-13
Record-Journal ,1993-10-15
Markets ,1993-10-15
Commodity Exchange In New York And Gold Followed. Crude Oil ,1993-10-28
Key Indicators. ,1993-10-23
Business ,1993-10-16
Local Otc... American Stock Exchange. ,1993-10-12
Consumers Unlikely To Profit From Drop In Crude Oil Prices. ,1993-12-01
Crude Oil. Prices Stay Low Despite Predictions. ,1993-11-20
Lawrence Journal-World ,1993-11-30
Man Undertakes Effort To Win New Regulations. ,1993-11-29
Up With Weekend. 1cvc ,1993-11-30
Oil Prices Remain Low Despite Opec Efforts. By Michael ... ,1993-11-21
Lower Opec Production Estimates Boost Oil Prices . ,1993-11-02
Nymex/ Reaction To Opec Decision Crude Oil Futures Drop To ,1993-11-30
"Wall Street Report. Oil Prices Drop, But Rally Fizzles. By ... ",1993-11-30
Gettysburg Times ,1993-11-29
It 20-Mile Slick. Ported A. Fill! Broken. Pipeline Rude. Oil ... ,1994-10-22
Turnaround Due Mainly To Higher Crude Oil Output. ,1994-10-29
Floods Spilled Crude Oil Continues To Burn. Cleanup Will ... ,1994-10-23
Coast Guard: Spent On Cleaning San Jacinto ,1994-10-25
Galveston Bay Endangered As Uncontained Oil Spreads. Cleanup ,1994-10-22
"A4 Portsmouth Daily Times Sunday, Oct. 23, 1994. Oil Spill ... ",1994-10-23
Oil Cleanup Progressing On Flooded River. ,1994-10-22
Oil Spill Cleanup Progressing On Flooded River. ,1994-10-23
Prices Crude Oil Futures Rise 410 To $18.39 On... ,1994-10-01
"Gooey Mess. Oil, Gasoline Spill From Broken Lines. ",1994-10-23
"River View: Fa Lot Of Nasty Stuff. Cleanup Crews Busy, Hopeful",1994-10-23
Pipeline Break Dumps Crude In Galveston Bay. Floodwaters ... ,1994-10-22
Pipeline Break Dumps Crude In Galveston Bay. Floodwaters ,1994-10-20
Oil Spill Adds... ,1994-10-23
Raises Prices Of... ,1994-10-11
Crews Tack Oil-Spill. On Texas On It Is Estimated The ... ,1994-10-23
Free Admission Free Parking. ,1994-10-23
Record-Journal ,1994-10-23
Let's Talk About: Kuwait. Tiny Nation's Oil Is Needed By The ,1994-10-26
Lifting Of Un. Sanctions On Iraq Would Touch Off Battle In Opec,1994-10-18
Houston . ,1994-10-24
Market Not Shaken By New Iraqi Threat . ,1994-10-11
"Crude Oil In Loodwaters Soaks Houses, Nears Bay. ",1994-10-22
Oil Spill Cleanup Progressing On On Lexas Nvei. ,1994-10-23
Fne Beleaguered Straits. ,1994-10-25
Beijing Set To Become Huge Crude Oil Importer. ,1994-10-04
Crude Oil Leaking Into Galveston Bay. ,1994-10-22
One Of Nation's Busiest Ports Reopens In Flooded Texas. By ,1994-10-25
Houston Channel Reopens To Traffic Oil. Spill Cleanup Ahead ,1994-10-25
Joast Guard Battles Swm Currents To Clean Up Oil Spill In In ,1994-10-24
Burst Oil Pipelines. Vex Recovery Effort In Texas. ,1994-10-23
Oil Futures Decline Again ,1994-10-15
Houston Reopens Ship Channel; Oil Cleanup Ahead Of Schedule,1994-10-25
Texas Getting Things Back In Order. ,1994-10-25
Houston Port Reopens; Spill Cleanup Progressing. ,1994-10-25
Red Cross Opens Shelters As Flood Cleanup Begins. ,1994-10-24
"Crews Scramble To Prevent Major Damage. Burning Of Oil, ... ",1994-10-23
Saddam's Removal Of Troops Quiets Oil Markets Activity. ,1994-10-11
"Strong Currents Hamper Oil Cleanup. The Ship Channel, At One ",1994-10-24
The Indian Express ,1994-10-09
Oil Firms Earnings Are Down. The Results Reflect Higher ... ,1994-10-25
Washington Oil Markets Settle Down. ,1994-10-11
The Tuscaloosa News ,1994-10-21
Cleanup Progresses On Texas River. ,1994-10-23
Oil Price Spurts By 60$. ,1994-10-22
Medieval Memories. ,1994-10-23
Nation Coast Guard Cleaning Up Oil In Texas. ,1994-10-24
Lewiston Morning Tribune ,1994-10-11
Victims Still Reeling As Floods Recede. Texas: Thousands ... ,1994-10-23
Dil Market Not As Shaken Bv New Threat In In Aulf. ,1994-10-10
"Cleanup Continues In Oily Channel. Flood: Waters Recede, But ",1994-10-24
Lifting Of Sanctions Against Iraq Could Ignite A Smoldering ... ,1994-10-18
Oil Cleanup Going Well On Houston River. Rainbow Sheen. ... ,1994-10-24
Russia Criticized Over Oil Spill. ,1994-10-27
Ocala Star-Banner ,1994-10-24
Strong Currents Hindering Oil Cleanup Efforts In Texas. ,1994-10-24
Cleanup Of Oil In River Helped As Rainfall Stops. ,1994-10-24
Record-Journal ,1994-10-24
Texas ,1994-10-23
I Texas Floods Force Coast Guard To Clean Up Oil. ,1994-10-24
Flooding: Oil Spill Cleanup Progresses In Texas Flooding. ,1994-10-23
1994 Tpg Communi Cations Distributed By Trib Une Media ... ,1994-10-08
Workers Stymied In Effort To Cap Crude Oil Flow. ,1994-10-23
Oil Spill Dramatically Better; Houston Reopens Ship Canal As ,1994-10-24
Spill ,1994-10-23
"Marketseconomic News Jobs Report, Iraqi Action Boost Stocks",1994-10-08
Texas River's Condition Appears Improved As Oil Released By ,1994-10-24
Oil Spill. ,1994-10-24
Business.. Business Calendar. U Ill Calendar. ,1994-10-18
Winter Heating Costs Stay About. Same As. Last Year. We're ... ,1994-10-07
"Valdez Spill Leaves Oil, Fish Industries On The Skids. ",1994-10-26
Oil Find Has Changed Terengganu's Fortune. ,1994-10-31
Its You ,1994-10-14
Houston Port Reopens; Oil Cleanup Continues. ,1994-10-25
Health Care. Hmos Lead Other Care In Spotting Cancers Early,1994-10-24
Floods Could Damage More Fuel Pipelines. ,1994-10-21
Bridge Collapse. ,1994-10-22
Houston Ship Channel Reopens. ,1994-10-24
Houston Ship Channel Reopens; Spill Improved. ,1994-10-24
Quaker State. Success Story Has Start In Western Pennsylvania,1994-10-18
Beaver Country Times ,1994-10-14
Oil Threatens Fishing Village. ,1994-10-30
Un Prices Stay Calm In Crisis. ,1994-10-10
"Oil Spill Contained, Dem Reports. ",1994-10-28
"Reduce Black Smoke Emission At Refinery, Oil Companies Told",1994-10-10
Oil-Spill Cleanup Begins Off Portugal. ,1994-10-04
Houston Ship Channel Reopens. ,1994-10-24
Commitment To Quality. ,1994-10-04
Ship Channel Reopens; Spill Dispersing. ,1994-10-24
Flooded Houston Begins To Dry Out. Crews Work To Clear Water ,1994-10-23
Houston Ship Channel Reopens. ,1994-10-23
The Telegraph ,1994-10-23
Houston Shows Signs Of Recovering. ,1994-10-24
Houston Normalizing After Flood Disaster Week. ,1994-10-24
Houston Channel Reopens; Spill Dramatically Better'. ,1994-10-24
Business Highlights. ,1994-10-11
Israeli Says Deadline For Vote Unattainable. ,1994-10-11
Profits At Wr. Grace Co. Ease Memories Of Rough 1993. ,1994-10-28
Extra Col Maggie To Be Buried At Fort Bragg. ,1994-10-22
Commodities ,1994-10-27
Across The Nation ,1994-10-25
Currents Slow Oil-Spill Cleanup But Much. Up Progress Being ,1994-10-24
"Water Recedes In Cleanup Goes On By Peter Cooney Mates, The ",1994-10-20
Chippendale Founder Hangs Himself In Jail. ,1994-10-25
"Refining Profits, Natural Gas Drop. ",1994-10-25
Now Open! ,1994-10-26
The Albany Herald ,1994-10-11
Rp To Push Through Price Adjustments. ,1994-10-18
I Nation No Shortage Of Oil Expected. ,1994-10-10
"During The Booming 1970s, Saudi Arabia Became Used To A ",1994-10-30
Anwar: Country's Economy In Better Shape Now. ,1994-11-16
Move To Freeze Output Sends Oil Prices Surging. ,1994-11-21
"China's Import Ban, Winter In Japan Key Oil Price Factors. ",1994-11-18
Diesel Fuel Price Rollback Sought. By Merlinda Manato ,1994-11-13
To Combat Oil Spills. ,1994-11-29
"Handling Wastes: Used Oil, Antifreeze. ",1994-11-10
Price Falls On Crude Oil Futures To $18.04 On... ,1994-11-12
Opec To Freeze Output Next Year. ,1994-11-23
Warning ,1994-11-15
Warning ,1994-11-15
Mineral County Independent-News ,1995-02-15
Exchanges Keen On New Crude Oil Contracts. ,1995-02-11
Oil Futures Rebound As Jitters Ease. ,1995-02-11
Lakeland Ledger ,1995-02-16
The Union Democrat ,1995-02-21
Warning ,1995-02-21
Business Finance Business Finance. ,1995-02-10
What About The Price Of Gasoline? ,1995-02-16
Proper Disposal Of Used Oil Is Vital. ,1995-02-01
Iraq Getting Around Oil-Trading Sanctions. ,1995-02-16
"Illicit Activity. Iraq Is Slipping Oil Sales Past Urn, ... ",1995-02-16
Lakeland Ledger ,1995-02-14
The Daily Gazette ,1995-02-16
Natural Gas Climbs Further Amid Cold Snap. ,1995-02-07
"Despite His International Isolation, The Collapse Of The ... ",1995-02-19
Star-News ,1995-02-12
Administration Stands Dat On Energy Policy. Respite Admitted ,1995-02-17
A Little First Aid For Your Damaged Furniture. ,1995-02-06
Roq Bypassing Un. Oil Sanctions. ,1995-02-16
Report: Iraq Running Oil-Sale Network I. ,1995-02-16
"Iraq Running Network To Sell Oil, Bypass Sanctions. ",1995-02-16
Saudi ,1995-02-05
Lawrence Journal-World ,1995-02-12
Benefits Available To Ex-Unocal Lomax Workers. ,1995-02-09
Clinton: Foreign Oil A Threat To Us. Security ,1995-02-16
Quotable ,1995-02-15
Dollar Advances On... ,1995-02-04
Iraq Using Secret Route To Sell Oil. ,1995-02-16
Commodities ,1995-02-01
Lakeland Ledger ,1995-02-01
"Tankers Collide, But No Oil Spilled. ",1995-02-06
Oil Futures Prices Rebound. ,1995-02-11
Scrap The Oil Export. ,1995-02-17
Heating Oil Moves Lower . ,1995-02-28
Chevron Retreats On Kazakhstan ,1995-02-14
Key Indicators. ,1995-02-14
Crews Cleaning Up Tar From Oil Spill. ,1995-02-27
"Tankers Collide, Spilling Fuel. ",1995-02-06
Oil Company Employees Qualify. Laid Off For Marathon C. ,1995-02-02
"Fbi, Agent Settle Sexual Harassment Suit. ",1995-02-01
Cash Grain ,1995-02-09
Lodi News-Sentinel ,1995-02-25
Nickles Troubled About Sparina Bases. ,1995-02-19
American Stock Exchange. Slock On Imp Slock Acmi. Mooil 022 ,1995-02-01
Key Ndicators. ,1995-02-22
12 Digit Printing Calculator ,1995-02-19
Record-Journal ,1995-03-02
Energy Futures Drop . ,1995-03-02
Daily Union ,1995-02-14
Energy Futures Drop. ,1995-03-02
Copper Prices Slide As Weaker Demand Outlook Prevails. ,1995-02-08
Us Also Concerned /Nuclear Capability Predicted By Year ... ,1995-03-02
We. Vet Lei. Chf Stock. Cid Am. Go Fun Sis Vol 1072 1072 ... ,1995-02-17
American Stock Exchange. ,1995-02-24
Commodity Roundup. ,1995-02-18
Grayson County News-Gazette ,1995-02-02
Key Titl ,1995-02-03
Cotton Futures Soar On Strong Demand Signals. ,1995-02-03
Chevron Corp. ,1995-02-14
Lumber Futures Plunge On Housing-Starts Data. ,1995-02-17
Exxon Valdez Project Discussion ,1995-02-08
Dow Up Dollar Stronger. ,1995-02-06
Iraq Has System To Evade Sanctions. ,1995-02-16
Mountain Club Director To Talk On Valdez Spill. ,1995-02-07
Palm Oil Top Revenue Earner For Last Year. ,1995-02-01
Stock Market Commodity Roundup. ,1995-02-24
Ocala Star-Banner ,1995-02-04
Key Indicators. ,1995-03-03
Lawrence Journal-World ,1995-02-07
The Vindicator ,1995-02-06
The Deseret News ,1995-02-23
Cds Poised To Rise With Interest Rates. ,1995-02-01
Nasdaq.. Merican Stock Exchange. ,1995-03-01
The Mount Airy News ,1995-02-07
"A Super Bowl Ratings Bomb, But Still A Relative Success. ",1995-02-02
The Victoria Advocate ,1995-02-04
Slowdown Hop Kirk Don Sin By Marybeth Nibley. ,1995-02-07
American Stock Exchange. ,1995-02-25
The Victoria Advocate ,1995-02-21
The Victoria Advocate ,1995-02-05
Ocala Star-Banner ,1995-03-03
The Victoria Advocate ,1995-02-07
Florida Citrus Marketers To Take New Direction ,1995-02-16
"8a 1995 Lewiston Morning Tribunethursday, February 23, ... ",1995-02-23
Lot Stack On Vol. Lilt Am Ump Vow. 11... ,1995-02-15
Victoria Area Rig Count. ,1995-02-26
The Victoria Advocate ,1995-02-16
Ocala Star-Banner ,1995-02-14
Victoria Area Rig Count. ,1995-02-12
The Victoria Advocate ,1995-02-15
Ocala Star-Banner ,1995-02-17
"Shell Pays For Bay, Delta Damage. ",1995-02-08
"Dow Inches Closer To 4,000. ",1995-02-17
Whys And Wherefores Of Sludge Dumping. ,1995-02-02
On-Line Newspaper Debuts. ,1995-02-23
Chiles: Baseball Strike A Beanball For Florida. ,1995-02-07
To Close Store In Skylark Plaza. ,1995-02-08
The Deseret News ,1995-03-01
The Daily Reporter ,1995-02-07
Financial News. ,1995-02-17
Portsmouth Daily Times ,1995-02-07
Marion Existing Home Sales Leap 21% In ,1995-02-21
"Floridians Split On Taxes, Deficit. ",1995-02-24
American Stock. Coo Slock. ,1995-02-16
Looking Back. ,1995-02-07
Concert ,1995-02-25
Key Indicators. ,1995-02-11
Pittsburgh Post-Gazette ,1995-03-02
Lewiston Morning Tribune ,1995-02-16
Petroleum ,1995-02-14
Quaker State Makes Its Mark. ,1995-03-18
Crude Hits 15-Week High. ,1995-03-23
Energy Prices End The Week Mostly Higher. ,1995-03-05
Rm12b Contract For Malaysia Lng. ,1995-03-23
Strike Raises Oil Prices. ,1995-03-21
Mobile Home Repair I. ,1995-03-21
Clinton Blocks Conoco's Oil Deal With Iran ,1995-03-15
Commodities ,1995-03-14
Oil Price Hike Will Mire Pinoys In Deep Poverty. ,1995-03-14
"Tacked On Top Of That, Said Duncan, Is 2.4 Cents Per Litre ... ",1995-03-22
Singapore To Lead Asia Into Crude Oil Futures Market. ,1995-06-08
Oil Price Increases Placed On Hold. ,1995-06-16
Embargo Hurting Iran More Than Us. Companies ,1995-06-11
Gas ,1995-06-15
Fill Er Up: Oil Price... ,1995-06-11
I Energy Prices Decline . ,1995-06-30
Mobil Offers Help In Oil Spills. ,1995-06-09
Pipeline Break Leaks Crude Oil Into Arkansas River. ,1995-06-08
Concerned As Rivals Gather Momentum. ,1995-06-20
Crude Oil Prices Fall As Traders Worry Over Opec. ,1995-06-20
"Area Residents, Businesses Disgusted At High Gas Prices. ",1995-06-05
Oil Supply Finite. ,1995-06-03
Naive Faith In... ,1995-06-25
Conoco Signs Oil Pact. ,1995-06-01
Eugene Register-Guard ,1995-06-01
Opec Rival Worries Lower Oil Prices. ,1995-06-20
Toledo Blade ,1995-06-19
Energy Prices Climbing Again ,1995-06-28
Cost Of Gasoline Continues To Increase. ,1995-06-21
Oil-Exploration Battle Heats Up. The State Is Trying To ... ,1995-06-26
Oil Spill May Pile More Damage On Quake-Shaken Russia Island,1995-06-03
Coastal Petroleum Co. Is Considering Drilling For Oil Off ... ,1995-06-26
"Navarre, Ohio. Officials Fear Weather Will Risk Water By ... ",1995-06-08
The Vindicator ,1995-06-09
"Page As Tuesday, June 20, 1995. The Spokesman Review ... ",1995-06-20
Lewiston Morning Tribune ,1995-06-11
Lowry Joins Oil Drilling Fight. ,1995-06-22
"Saturday, June Saturday. June 3.1995... Oil Spill From ... ",1995-06-03
Oil Spill In Tuscarawas Cleaned. ,1995-06-12
Congress To Address Laws That Don't Make Sense. ,1995-06-21
Ha Coastal Petroleum Boosted To Billion ,1995-06-28
Cabinet Demands Billion Bond From Coastal Petroleum. ,1995-06-27
Vigil Is Now For The Dead After Quake. Neftegorsk Officially ... ,1995-06-03
Lowry Joins Fight To Keep Drilling Ban ,1995-06-22
"Page 8 Stabroek News, Saturday June 17, 1995. Oil Companies ",1995-06-17
"Page 8 Stabroek News, Saturday June 17, 1995. Oil Companies ",1995-06-13
Bad Fumes. People Are Mad About Gas Prices. ,1995-06-10
"Nation Dow Down A Bit To 4,547.10. ",1995-06-22
A145 Lift. American Stock Exchange. Ass Stock. Vol Lei. ... ,1995-07-01
Key Indicators. ,1995-06-23
American Stock Exchange. Stock On Do. Lei Stock. Oh Vol Lilt ,1995-06-28
Cbs Study Club Takes Cruise. ,1995-07-01
Working Out At Sea Is. ,1995-06-26
Bill Would Levy Two-Cent Tax On Gasoline In Bibb County. ,1995-06-20
Lakeland Ledger ,1995-06-06
Traders Still Worried About Interest Rates. ,1995-06-22
Key Indicator! ,1995-06-15
Record-Journal ,1995-06-07
Key Idiculla ,1995-06-30
Key Indicators. ,1995-06-27
Local Otc. ,1995-06-01
Key Indicators. ,1995-06-13
Oil Change Keeps Car Running Well. ,1995-06-15
Commodity Roundup. ,1995-06-28
Team Makes Bid For Multimedia. ,1995-06-15
Petroleum Futures Fall. ,1995-06-22
Stocks Idle While Investors Await Greenspan Insights. ,1995-06-21
Victoria Area Rig Count. ,1995-06-18
The Victoria Advocate ,1995-06-05
Voice Line. ,1995-06-13
Performance ,1995-06-11
Stocks Slide; Bonds Rise. ,1995-06-28
The Victoria Advocate ,1995-06-26
Business ,1995-06-27
Voice Line. ,1995-06-15
Key Indicators. ,1995-06-24
Public Of West Virginia. ,1995-06-07
Voice Line. ,1995-06-25
The Victoria Advocate ,1995-06-28
Sun Co. Eliminates 800 White Collar Jobs. ,1995-06-14
"American Stock Exchange. Vow-Ute Slock. Vol Am Oh, Am. ... ",1995-06-29
What Ibm Bought. ,1995-06-10
Commentary ,1995-06-16
Rep Lincoln Diaz-Balart Has Called On The White House To ... ,1995-06-12
The Victoria Advocate ,1995-06-23
The Victoria Advocate ,1995-06-12
Markets ,1995-06-20
Ocala Star-Banner ,1995-06-05
Victoria Area Rig Count. ,1995-06-04
Surge In New Home Sales A Good Sign For Economy. ,1995-06-30
Markets ,1995-06-30
The Victoria Advocate ,1995-06-14
Guarantee Shoes ,1995-06-19
Houston Right At Home In Orlando. ,1995-06-09
Victoria Area Rig Count. ,1995-06-03
One Us. Dollar Will Buy: ,1995-06-29
Key Indicators. ,1995-06-16
Ocala Star-Banner ,1995-06-16
Voice Line. ,1995-06-20
Market Indicators ,1995-06-13
Ocala Star-Banner ,1995-06-14
Rates ,1995-06-06
Ice ,1995-06-06
Markets ,1995-06-28
New Straits Times ,1995-06-21
Dow Down 3.12 Points. ,1995-06-21
Ocala Star-Banner ,1995-06-07
Business ,1995-07-01
Line Leadersasst. Line Leaders. ,1995-06-03
The Victoria Advocate ,1995-06-24
The Victoria Advocate ,1995-06-29
Voice Line. ,1995-06-27
Rates ,1995-06-15
The Victoria Advocate ,1995-06-16
Voice Line. ,1995-06-10
30-Year Treasury: 6.54 Percent 0.01 August Crude Oil: ... ,1995-06-28
Us Trade Goods And Services. ,1995-06-22
Tom Matrull Charlotte At Work. ,1995-06-20
Key Indicator! ,1995-06-02
Stocks Of Local Interest. ,1995-06-20
"Oil Prices Up, But Fires Effect Has Died Down. ",1995-07-15
House Votes To End Ban On Alaska Oil Exports. By Jim Abrams,1995-07-25
Call Voice Line 512-574-1212. ,1995-07-15
Oil Spill Ravages Fish Farms. ,1995-07-25
Hi-Hi Companies ,1995-07-17
Us Trade Deficit Sets Another Record In May. ,1995-07-18
Recycling Motor Oil Helps Save Petroleum. ,1995-07-28
Oil Imports Fuel Trade Deficit. ,1995-07-18
Trade Deficit Hits Record. ,1995-07-18
Readers Say Don Dump Oil In Trash. ,1995-07-26
Quaker State Makes Its Mark. ,1995-09-07
Observer-Reporter ,1995-09-18
Commodity Roundup. ,1995-09-06
"Luis Has Crude, Gasoline Prices Jumping. ",1995-09-06
Gas Futures Near Three-Month High. By David Dishneau. ,1995-09-15
Russian Oil Spill Cleanup Satisfies World Bank. ,1995-09-07
Threat Of Hurricane Pushes Oil Prices Up. ,1995-09-16
"Cause Of Illnesses, Me. Thru Hi In The Severely Deformed ... ",1995-09-08
Black Goo Has Some Neighbors 111. ,1995-09-08
Around The World Relief Workers Clean L L And Contain ... ,1995-09-07
The Robesonian ,1995-09-08
Neighbors Believe Oily Goo Is Responsible For Sicknesses. ,1995-09-08
Preserve Arctic. ,1995-09-29
Sydney May See Coal Futures Contract. ,1995-09-08
Stocks Follow Bonds Sharply Lower; End Slightly Weakened. ,1995-09-28
The Victoria Advocate ,1995-09-03
The Victoria Advocate ,1995-09-03
The Victoria Advocate ,1995-09-05
Factory Fact-A-Roonies. Types Of Manufacturers. ,1995-10-01
Nyse Diary... On Tot Am. Am Steel It. Am On Key Indicators. ,1995-09-14
Commodities ,1995-10-01
Billions Of Dollars At Stake In Battle Over Exxon Valdez ... ,1995-09-01
Public Notice. ,1995-09-20
Local Otc... Exch Ange. ,1995-09-06
Key Indicators. ,1995-09-30
Lodi News-Sentinel ,1995-09-27
Shareholder Resolutions. ,1995-09-02
Gas Prices Drop Slightly. ,1995-09-25
Oil Sunflowers 11.14. Si Sunflowersothers 13.69. Crude Oil ... ,1995-09-27
The Tuscaloosa News ,1995-09-28
"Refinery Explosion Kills Two, Injures Three. ",1995-09-08
Record-Journal ,1995-09-15
Falling Gas Prices May Keep Falling. ,1995-09-25
Our Gross Is Legal! Instant Lawn Wholesale Retail. ,1995-09-08
Stocks Off Slightly After Big Early Fall. ,1995-09-28
Dow Climbs Bonds Recover. ,1995-09-26
Voice Line . ,1995-09-02
Victoria Area Rig Count. ,1995-09-24
Voice Line. ,1995-09-14
Voice Line . ,1995-09-24
Victoria Area Rig Count. ,1995-09-10
Energy Prices Decline . ,1995-09-06
Gas Prices Dip Slightly. ,1995-09-25
Voice Line . ,1995-09-29
The Deseret News ,1995-09-12
Energy Prices Decline. ,1995-09-07
Victoria Area Rig Count. ,1995-09-10
Voice Line. ,1995-09-27
The Victoria Advocate ,1995-09-26
Gasoline Prices Dip Slightly Nationally; Average Is. ,1995-09-25
Kohl Builds A Bridge. ,1995-09-08
Voice Line . ,1995-09-15
Key Indicators. ,1995-09-12
Victoria Area Rig Count . ,1995-10-01
Chemical Weapons May Be In Water. ,1995-09-25
Holiday Offers Day To Reflect On Labor ,1995-09-03
Now Is A Good Time To Consider Your Investment Options. David,1995-09-02
The Victoria Advocate ,1995-09-11
Wall Street. Stocks Sour With Bonds. ,1995-09-02
"The Victoria Advocate, Saturday, September 1995-7d. ",1995-09-16
The Hour ,1995-09-14
Dow Rises 13.73; Dollar Up 1.38 Yen. ,1995-09-07
Business Briefly... Markets ,1995-09-14
The Victoria Advocate ,1995-09-01
"The Victoria Advocate, Saturday, September 9, 1995-5d. ",1995-09-08
Factory Fact-A-Roonies. Types Manufacturers Up. ,1995-10-01
The Victoria Advocate ,1995-09-22
The Victoria Advocate ,1995-09-28
The Victoria Advocate ,1995-09-08
Uce Line. ,1995-09-22
The Victoria Advocate ,1995-09-23
Gas Prices Post Slight Decline. ,1995-09-25
Decorator Pillows. ,1995-09-04
Uce Line. ,1995-09-01
Key Indicators. ,1995-09-19
Palm Oil. ,1995-09-02
Palm Oil. ,1995-09-04
The Victoria Advocate ,1995-09-17
The Victoria Advocate ,1995-09-17
Palm Oil. ,1995-09-06
Implant Claims On Hold. ,1995-09-08
Palm Oil. ,1995-09-05
Technology Stocks Recover. ,1995-09-28
Wall Street Benefits As Buyers Return To Cyclicals And Tech ,1995-09-06
Ocal Otc American Stock Exchange Keyindicators Ie. Silver ... ,1995-09-20
Lewiston Morning Tribune ,1995-09-16
Virtual Pool Pc Simulator Guarantees Off-Line Billiards. ,1995-09-14
Beaver Country Times ,1995-09-20
Stocks End Modestly Lower After Late Rebound Chips Away Losses,1995-09-18
Cash Petroleum. ,1995-09-14
Stocks Rise With Bonds As Investors Decide Rate Cut Possible,1995-09-02
Crude From Down Under. Geochemist Argues Deep Deposits Are ,1995-09-28
Cash Petroleum. ,1995-09-07
Cash Petroleum ,1995-09-13
Cash Petroleum. ,1995-09-06
"We Wish To Be Left Alone, And Free From Foreign Intervention ",1995-09-03
The Victoria Advocate ,1995-09-20
Coffee Futures Slip To A... ,1995-09-10
Russia Pressuring Azerbaijan Over Oil Pipeline. ,1995-09-15
Thomas L. Friedman The Azerbaijani Pipelines. Oil That's ... ,1995-09-18
Commoditiesstatistics Wheat Hard Red Spring Gold Wheat Hard ,1995-09-20
Bp Refinery Gets Lucas County Abatement. ,1995-09-29
The Nevada Daily Mail ,1995-10-01
Japanese Rill ,1995-09-09
Petroleum ,1995-09-12
The Victoria Advocate ,1995-09-12
Toledo Blade ,1995-09-07
Donna J. Stone Market Research. ,1995-09-17
Oil Gold Bonds. ,1995-09-23
Crossword By Thomas Joseph. ,1995-09-22
Storm Causes Rise In Crude Oil Prices. ,1995-10-25
Correction ,1995-10-25
Lydia Council Makes Holiday Arrangements. ,1995-10-22
The Vindicator ,1995-10-24
Tamil Rebel Attacks Cause Rm72m Damage. ,1995-10-22
"Refinery Explosion, Fire Kill Three And Hurt Four. ",1995-10-17
Don't Drill Arctic Refuge. ,1995-10-25
"Hurricane Sinks Barge. 23 People Missing In Gulf; American, ",1995-10-17
Storm Blamed In Barge Sinking That Killed Three. 23 Missing; ,1995-10-17
Sewage Haulers Ask Changes In Proposed Ordinance. ,1995-10-11
Alaskan Oil Export Ban Is Dropped. ,1995-11-29
Opec Declines To Raise Prices. ,1995-11-24
Senate Ends Debate On Oil Deregulation ,1995-11-21
India Planning New Oil Policy To Attract Big Overseas Players,1995-11-11
Opec Addresses Oil Glut. ,1995-11-23
Toledo Blade ,1995-11-26
The Union Democrat ,1995-11-14
Real Estate ,1995-11-09
Warning ,1995-11-14
Crude Oil Prices Climb. ,1995-11-10
"Plastics, Textiles Are Area's Future. Infrastructure Is In ... ",1995-11-17
The Vindicator ,1995-11-18
Oil Industry Deregulation Senate To Set Limit On Price ... ,1995-11-24
"Cold Opec Jitters Up Fuel, Oil Prices. ",1995-11-19
Oil Firms Demand Payment Of P4b In... ,1995-11-22
Chinese Oil Trader Sinochem Presses For A Bigger Role. ,1995-11-27
Call It As You See It. Will You Go Into Debt To Buy On To ... ,1995-11-28
Opec Extends Quotas. Oil Ministers Seeking To Pump Up Prices,1995-11-24
Eworld Trade. Opec Holds Line On Oil Production Ceiling For Now,1995-11-23
Sharp Drop Fuels Debate Over Gasoline Prices. Pump Prices ,1995-11-11
George Martin Says Reunion Was Traumatic'. ,1995-11-13
Commodity Roundup. ,1995-11-18
Energy Futures Show Spurt. ,1995-11-28
"Oil Tank Explodes, Killing 2... ",1995-11-29
Problems Surface Along With Oil Wealth. ,1995-11-23
Senate Approves Bill To Lift Ban On Export Of Alaska Oil. ,1995-11-15
